REGION,TIMESLICE,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
REGION1,SEA4D,LNDAGRBC1C07,26,2042,-3.6720434e-06
REGION1,SEA4N,LNDAGRBC1C07,26,2042,2.1245405e-06
REGION1,SEA4N,LNDAGRBC1C07,31,2042,-5.701426e-07
REGION1,SEA3D,LNDAGRBC1C07,50,2042,-8.1232089e-07
REGION1,SEA1D,LNDAGRBC1C07,30,2042,3.6727365e-06
REGION1,SEA2D,LNDAGRBC1C07,30,2042,-6.2897838e-06
REGION1,SEA4N,LNDAGRBC1C07,30,2042,3.0363562e-06
REGION1,SEA2N,LNDAGRBC1C07,16,2042,-2.4752934e-06
REGION1,SEA4D,LNDAGRBC1C07,54,2042,2.6822222
REGION1,SEA4N,LNDAGRBC1C07,38,2042,-5.5258983e-07
REGION1,SEA3N,LNDAGRBC1C07,2,2042,-3.0337964e-06
REGION1,SEA1D,LNDAGRBC1C07,27,2042,-2.2322352e-06
REGION1,SEA2D,LNDAGRBC1C07,27,2042,-1.0151403e-06
REGION1,SEA3D,LNDAGRBC1C07,27,2042,-2.6589264e-06
REGION1,SEA4N,LNDAGRBC1C07,27,2042,5.0936255e-06
REGION1,SEA2D,LNDAGRBC1C07,22,2042,1.3233185e-05
REGION1,SEA2N,LNDAGRBC1C07,22,2042,-1.008229e-05
REGION1,SEA3D,LNDAGRBC1C07,22,2042,-8.8289851e-06
REGION1,SEA4D,LNDAGRBC1C07,22,2042,-7.4719306e-06
REGION1,SEA4N,LNDAGRBC1C07,22,2042,2.3031248e-06
REGION1,SEA1D,LNDAGRBC1C07,7,2042,-2.2702869e-06
REGION1,SEA1N,LNDAGRBC1C07,7,2042,1.9549093e-06
REGION1,SEA2N,LNDAGRBC1C07,7,2042,-7.1718288e-08
REGION1,SEA4N,LNDAGRBC1C07,7,2042,8.7971769e-07
REGION1,SEA1D,LNDAGRBC1C07,41,2042,-8.9692327e-07
REGION1,SEA3D,LNDAGRBC1C07,5,2042,2.1066208e-06
REGION1,SEA3N,LNDAGRBC1C07,5,2042,-3.4320631e-06
REGION1,SEA4N,LNDAGRBC1C07,5,2042,-8.7321528e-07
REGION1,SEA1D,LNDAGRBC1C07,14,2042,-5.7860613e-06
REGION1,SEA2D,LNDAGRBC1C07,14,2042,1.5691304e-06
REGION1,SEA4D,LNDAGRBC1C07,14,2042,6.8538703e-06
REGION1,SEA2D,LNDAGRBC1C07,28,2042,-6.0959462e-06
REGION1,SEA2N,LNDAGRBC1C07,28,2042,-6.5891583e-06
REGION1,SEA4N,LNDAGRBC1C07,28,2042,8.9541518e-06
REGION1,SEA2D,LNDAGRBC1C07,44,2042,-1.5025925e-06
REGION1,SEA4N,LNDAGRBC1C07,47,2043,-1.5278907e-06
REGION1,SEA1D,LNDAGRBC1C07,29,2043,-6.0299836e-06
REGION1,SEA1N,LNDAGRBC1C07,29,2043,3.1520242e-06
REGION1,SEA2D,LNDAGRBC1C07,29,2043,8.8727059e-07
REGION1,SEA2N,LNDAGRBC1C07,29,2043,4.7962333e-06
REGION1,SEA3D,LNDAGRBC1C07,29,2043,-6.3396106e-08
REGION1,SEA4N,LNDAGRBC1C07,29,2043,-6.3398682e-08
REGION1,SEA1D,LNDAGRBC1C07,53,2043,13.242117
REGION1,SEA2D,LNDAGRBC1C07,53,2043,8.7803752
REGION1,SEA3N,LNDAGRBC1C07,53,2043,13.242111
REGION1,SEA4N,LNDAGRBC1C07,53,2043,13.242113
REGION1,SEA1N,LNDAGRBC1C07,51,2043,13.242108
REGION1,SEA3D,LNDAGRBC1C07,51,2043,5.7487816
REGION1,SEA2D,LNDAGRBC1C07,55,2043,2.9367347
REGION1,SEA2N,LNDAGRBC1C07,55,2043,13.242106
REGION1,SEA3D,LNDAGRBC1C07,55,2043,7.4933293
REGION1,SEA4D,LNDAGRBC1C07,55,2043,13.242111
REGION1,SEA2D,LNDAGRBC1C07,54,2043,1.525
REGION1,SEA2D,LNDAGRBC1C07,2,2043,-5.4082675e-08
REGION1,SEA4N,LNDAGRBC1C07,2,2043,-4.4904576e-07
REGION1,SEA1D,LNDAGRBC1C07,46,2044,-1.1415358e-06
REGION1,SEA1D,LNDAGRBC1C07,32,2044,-2.7444581e-07
REGION1,SEA4D,LNDAGRBC1C07,32,2044,-4.4511301e-07
REGION1,SEA4D,LNDAGRBC1C07,40,2044,-4.8555335e-07
REGION1,SEA1D,LNDAGRBC1C07,35,2044,-1.2857156e-07
REGION1,SEA1N,LNDAGRBC1C07,35,2044,-1.2654641e-06
REGION1,SEA2D,LNDAGRBC1C07,35,2044,2.2781487e-06
REGION1,SEA3D,LNDAGRBC1C07,35,2044,-1.4888102e-06
REGION1,SEA4N,LNDAGRBC1C07,35,2044,-3.8091009e-07
REGION1,SEA3D,LNDAGRBC1C07,45,2044,-4.193263e-06
REGION1,SEA2D,LNDAGRBC1C07,29,2044,-5.8414992e-06
REGION1,SEA3N,LNDAGRBC1C07,29,2044,6.5656461e-06
REGION1,SEA4D,LNDAGRBC1C07,29,2044,9.6056776e-08
REGION1,SEA2D,LNDAGRBC1C07,42,2044,-3.249364e-07
REGION1,SEA2N,LNDAGRBC1C07,42,2044,-2.3309231e-06
REGION1,SEA4D,LNDAGRBC1C07,42,2044,2.9086e-06
REGION1,SEA1N,LNDAGRBC1C07,34,2044,5.5761421e-06
REGION1,SEA2D,LNDAGRBC1C07,34,2044,-2.326272e-06
REGION1,SEA2N,LNDAGRBC1C07,34,2044,-1.2027073e-06
REGION1,SEA4N,LNDAGRBC1C07,34,2044,-8.8618973e-07
REGION1,SEA1D,LNDAGRBC1C07,53,2044,13.244842
REGION1,SEA1N,LNDAGRBC1C07,53,2044,0.37677449
REGION1,SEA2N,LNDAGRBC1C07,53,2044,13.244851
REGION1,SEA3D,LNDAGRBC1C07,53,2044,10.777837
REGION1,SEA3N,LNDAGRBC1C07,53,2044,12.758197
REGION1,SEA4N,LNDAGRBC1C07,53,2044,7.6483384
REGION1,SEA4D,LNDAGRBC1C07,51,2044,13.244835
REGION1,SEA4N,LNDAGRBC1C07,51,2044,5.596499
REGION1,SEA1N,LNDAGRBC1C07,55,2044,12.868057
REGION1,SEA2D,LNDAGRBC1C07,55,2044,13.244854
REGION1,SEA3N,LNDAGRBC1C07,55,2044,0.48662229
REGION1,SEA2D,LNDAGRBC1C07,21,2044,-3.110019e-06
REGION1,SEA3N,LNDAGRBC1C07,21,2044,3.5543074e-06
REGION1,SEA3N,LNDAGRBC1C07,12,2044,2.2996706e-06
REGION1,SEA4D,LNDAGRBC1C07,12,2044,-3.5772535e-06
REGION1,SEA1N,LNDAGRBC1C07,31,2044,7.4159431e-07
REGION1,SEA2N,LNDAGRBC1C07,31,2044,-1.2542008e-06
REGION1,SEA2N,LNDAGRBC1C07,3,2044,-1.6906174e-07
REGION1,SEA1N,LNDAGRBC1C07,30,2044,1.7941964e-06
REGION1,SEA2D,LNDAGRBC1C07,30,2044,-3.7467632e-07
REGION1,SEA2N,LNDAGRBC1C07,30,2044,-3.7467254e-07
REGION1,SEA3D,LNDAGRBC1C07,30,2044,-6.9971808e-07
REGION1,SEA4D,LNDAGRBC1C07,30,2044,-3.7467834e-07
REGION1,SEA3D,LNDAGRBC1C07,20,2044,-2.0026924e-07
REGION1,SEA2N,LNDAGRBC1C07,9,2044,-1.7126518e-06
REGION1,SEA3D,LNDAGRBC1C07,54,2044,2.467
REGION1,SEA1N,LNDAGRBC1C07,39,2044,-8.6474649e-07
REGION1,SEA4N,LNDAGRBC1C07,2,2044,-6.1319412e-07
REGION1,SEA2D,LNDAGRBC1C07,17,2044,-2.2437037e-06
REGION1,SEA4D,LNDAGRBC1C07,17,2044,3.9888067e-06
REGION1,SEA1D,LNDAGRBC1C07,13,2044,-3.033851e-06
REGION1,SEA3N,LNDAGRBC1C07,13,2044,3.2505547e-06
REGION1,SEA3D,LNDAGRBC1C07,41,2044,-2.4444678e-07
REGION1,SEA4N,LNDAGRBC1C07,41,2044,-7.8739331e-07
REGION1,SEA2D,LNDAGRBC1C07,15,2044,-2.8032677e-06
REGION1,SEA2N,LNDAGRBC1C07,15,2044,-7.2684371e-06
REGION1,SEA3D,LNDAGRBC1C07,15,2044,1.1026822e-05
REGION1,SEA3D,LNDAGRBC1C07,5,2044,-3.4973477e-06
REGION1,SEA4D,LNDAGRBC1C07,5,2044,-2.9238905e-08
REGION1,SEA4N,LNDAGRBC1C07,5,2044,2.3491085e-06
REGION1,SEA3D,LNDAGRBC1C07,33,2044,-3.2958032e-07
REGION1,SEA2D,LNDAGRBC1C07,28,2044,-2.2779379e-06
REGION1,SEA3N,LNDAGRBC1C07,28,2044,2.6033652e-06
REGION1,SEA1N,LNDAGRBC1C07,53,2045,11.870518
REGION1,SEA2D,LNDAGRBC1C07,53,2045,13.247571
REGION1,SEA3D,LNDAGRBC1C07,53,2045,13.247568
REGION1,SEA3N,LNDAGRBC1C07,53,2045,3.2921872
REGION1,SEA4D,LNDAGRBC1C07,53,2045,13.247551
REGION1,SEA4N,LNDAGRBC1C07,53,2045,5.5205276
REGION1,SEA1D,LNDAGRBC1C07,51,2045,4.2517106
REGION1,SEA3N,LNDAGRBC1C07,51,2045,9.9553815
REGION1,SEA1D,LNDAGRBC1C07,55,2045,8.3430264
REGION1,SEA2N,LNDAGRBC1C07,55,2045,13.247567
REGION1,SEA4N,LNDAGRBC1C07,55,2045,7.7270335
REGION1,SEA1N,LNDAGRBC1C07,4,2045,-3.3141686e-06
REGION1,SEA2D,LNDAGRBC1C07,37,2045,-1.0174575e-06
REGION1,SEA3D,LNDAGRBC1C07,50,2045,-2.1340878e-07
REGION1,SEA1N,LNDAGRBC1C07,30,2045,5.146099e-06
REGION1,SEA4D,LNDAGRBC1C07,30,2045,-6.2896765e-06
REGION1,SEA1D,LNDAGRBC1C07,54,2045,0.65283389
REGION1,SEA1N,LNDAGRBC1C07,54,2045,1.3770447
REGION1,SEA2D,LNDAGRBC1C07,15,2045,-5.4570804e-06
REGION1,SEA3D,LNDAGRBC1C07,15,2045,1.4213663e-06
REGION1,SEA3N,LNDAGRBC1C07,15,2045,2.0977551e-06
REGION1,SEA3D,LNDAGRBC1C07,5,2045,-4.8214504e-06
REGION1,SEA4N,LNDAGRBC1C07,5,2045,3.2143051e-06
REGION1,SEA2N,LNDAGRBC1C07,33,2045,-2.5796486e-06
REGION1,SEA1D,LNDAGRBC1C07,28,2045,-6.5905859e-06
REGION1,SEA3N,LNDAGRBC1C07,28,2045,-6.4864655e-06
REGION1,SEA4D,LNDAGRBC1C07,28,2045,1.9650865e-05
REGION1,SEA1D,LNDAGRBC1C07,32,2046,3.2637965e-06
REGION1,SEA2D,LNDAGRBC1C07,32,2046,-1.401061e-07
REGION1,SEA2N,LNDAGRBC1C07,32,2046,-2.5518517e-06
REGION1,SEA3D,LNDAGRBC1C07,32,2046,-1.198801e-07
REGION1,SEA3N,LNDAGRBC1C07,32,2046,-1.6106988e-06
REGION1,SEA1D,LNDAGRBC1C07,35,2046,-4.1891097e-07
REGION1,SEA3N,LNDAGRBC1C07,35,2046,2.9668018e-06
REGION1,SEA4D,LNDAGRBC1C07,35,2046,-3.9052273e-06
REGION1,SEA4N,LNDAGRBC1C07,35,2046,-6.3224028e-07
REGION1,SEA1D,LNDAGRBC1C07,45,2046,-3.0003096e-06
REGION1,SEA4D,LNDAGRBC1C07,34,2046,-1.3349297e-07
REGION1,SEA2D,LNDAGRBC1C07,53,2046,13.250387
REGION1,SEA2N,LNDAGRBC1C07,53,2046,8.4240895
REGION1,SEA3D,LNDAGRBC1C07,53,2046,13.250391
REGION1,SEA4D,LNDAGRBC1C07,53,2046,13.250383
REGION1,SEA4N,LNDAGRBC1C07,53,2046,12.237243
REGION1,SEA1N,LNDAGRBC1C07,51,2046,13.25041
REGION1,SEA2N,LNDAGRBC1C07,51,2046,3.7126616
REGION1,SEA3N,LNDAGRBC1C07,51,2046,1.7130385
REGION1,SEA1D,LNDAGRBC1C07,55,2046,13.250404
REGION1,SEA3N,LNDAGRBC1C07,55,2046,11.537353
REGION1,SEA1D,LNDAGRBC1C07,12,2046,-3.2453018e-07
REGION1,SEA1N,LNDAGRBC1C07,12,2046,-9.0564355e-06
REGION1,SEA4N,LNDAGRBC1C07,12,2046,6.9659162e-06
REGION1,SEA1D,LNDAGRBC1C07,31,2046,-2.7676287e-06
REGION1,SEA2D,LNDAGRBC1C07,30,2046,-3.7645513e-06
REGION1,SEA3N,LNDAGRBC1C07,30,2046,1.517554e-06
REGION1,SEA4N,LNDAGRBC1C07,30,2046,-4.6411233e-07
REGION1,SEA2N,LNDAGRBC1C07,54,2046,1.1136448
REGION1,SEA4N,LNDAGRBC1C07,54,2046,1.0131464
REGION1,SEA3D,LNDAGRBC1C07,38,2046,-7.3874254e-07
REGION1,SEA2D,LNDAGRBC1C07,2,2046,-9.2024446e-07
REGION1,SEA1N,LNDAGRBC1C07,13,2046,-3.6753746e-06
REGION1,SEA3D,LNDAGRBC1C07,13,2046,4.042912e-06
REGION1,SEA1D,LNDAGRBC1C07,41,2046,-2.360517e-07
REGION1,SEA1N,LNDAGRBC1C07,15,2046,-2.4145343e-06
REGION1,SEA3D,LNDAGRBC1C07,15,2046,-2.6557723e-06
REGION1,SEA4D,LNDAGRBC1C07,15,2046,5.9019555e-06
REGION1,SEA1D,LNDAGRBC1C07,5,2046,-4.4959477e-06
REGION1,SEA1N,LNDAGRBC1C07,5,2046,-1.6355294e-06
REGION1,SEA2D,LNDAGRBC1C07,5,2046,9.1795678e-06
REGION1,SEA3N,LNDAGRBC1C07,5,2046,-5.1385453e-07
REGION1,SEA4D,LNDAGRBC1C07,5,2046,-6.0276758e-06
REGION1,SEA1N,LNDAGRBC1C07,33,2046,-1.2888847e-06
REGION1,SEA1D,LNDAGRBC1C07,28,2046,-4.6015448e-06
REGION1,SEA3D,LNDAGRBC1C07,28,2046,-3.4456425e-07
REGION1,SEA3N,LNDAGRBC1C07,28,2046,-1.9059514e-06
REGION1,SEA4D,LNDAGRBC1C07,28,2046,1.2918267e-05
REGION1,SEA4N,LNDAGRBC1C07,28,2046,-3.3005517e-06
REGION1,SEA2N,LNDAGRBC1C07,44,2046,-1.7975189e-06
REGION1,SEA1D,LNDAGRBC1C07,32,2047,-7.5576567e-07
REGION1,SEA3D,LNDAGRBC1C07,32,2047,-3.0091269e-06
REGION1,SEA1N,LNDAGRBC1C07,53,2047,9.5087729
REGION1,SEA2N,LNDAGRBC1C07,53,2047,13.253122
REGION1,SEA3N,LNDAGRBC1C07,53,2047,12.942108
REGION1,SEA4D,LNDAGRBC1C07,53,2047,13.253122
REGION1,SEA4N,LNDAGRBC1C07,53,2047,13.25312
REGION1,SEA1D,LNDAGRBC1C07,51,2047,13.253123
REGION1,SEA3N,LNDAGRBC1C07,51,2047,0.31101147
REGION1,SEA1N,LNDAGRBC1C07,55,2047,3.7443472
REGION1,SEA2D,LNDAGRBC1C07,55,2047,11.659995
REGION1,SEA3D,LNDAGRBC1C07,55,2047,13.253127
REGION1,SEA1N,LNDAGRBC1C07,31,2047,-2.6636434e-07
REGION1,SEA2N,LNDAGRBC1C07,31,2047,-2.7544188e-06
REGION1,SEA4D,LNDAGRBC1C07,31,2047,-2.3912524e-06
REGION1,SEA2D,LNDAGRBC1C07,54,2047,1.593125
REGION1,SEA3N,LNDAGRBC1C07,2,2047,-2.8006861e-06
REGION1,SEA3D,LNDAGRBC1C07,22,2047,-4.3058663e-06
REGION1,SEA3N,LNDAGRBC1C07,22,2047,3.0756188e-06
REGION1,SEA1N,LNDAGRBC1C07,24,2047,-3.3687514e-07
REGION1,SEA1D,LNDAGRBC1C07,33,2047,-2.367123e-06
REGION1,SEA1D,LNDAGRBC1C07,32,2048,5.690901e-08
REGION1,SEA1N,LNDAGRBC1C07,32,2048,-2.619809e-06
REGION1,SEA2N,LNDAGRBC1C07,32,2048,-4.8776221e-06
REGION1,SEA3D,LNDAGRBC1C07,32,2048,5.1571877e-06
REGION1,SEA3N,LNDAGRBC1C07,32,2048,-4.4561596e-07
REGION1,SEA3N,LNDAGRBC1C07,47,2048,-2.3299892e-06
REGION1,SEA1D,LNDAGRBC1C07,53,2048,13.255949
REGION1,SEA2D,LNDAGRBC1C07,53,2048,12.884814
REGION1,SEA3D,LNDAGRBC1C07,53,2048,13.255942
REGION1,SEA3N,LNDAGRBC1C07,53,2048,13.25595
REGION1,SEA1N,LNDAGRBC1C07,51,2048,13.255954
REGION1,SEA4N,LNDAGRBC1C07,51,2048,3.8223669
REGION1,SEA2D,LNDAGRBC1C07,55,2048,0.37113345
REGION1,SEA2N,LNDAGRBC1C07,55,2048,13.255952
REGION1,SEA4D,LNDAGRBC1C07,55,2048,13.255956
REGION1,SEA4N,LNDAGRBC1C07,55,2048,7.7155791
REGION1,SEA4D,LNDAGRBC1C07,26,2048,-8.8650201e-06
REGION1,SEA4N,LNDAGRBC1C07,26,2048,2.3993831e-06
REGION1,SEA1N,LNDAGRBC1C07,31,2048,-4.0966044e-06
REGION1,SEA4N,LNDAGRBC1C07,54,2048,1.718
REGION1,SEA4N,LNDAGRBC1C07,24,2048,-9.4583496e-07
REGION1,SEA1D,LNDAGRBC1C07,33,2048,-2.0262525e-06
REGION1,SEA2D,LNDAGRBC1C07,33,2048,-4.4648643e-07
REGION1,SEA4N,LNDAGRBC1C07,32,2049,-2.3716664e-06
REGION1,SEA1D,LNDAGRBC1C07,47,2049,-7.4074294e-07
REGION1,SEA4N,LNDAGRBC1C07,40,2049,-2.0789095e-07
REGION1,SEA3D,LNDAGRBC1C07,35,2049,-3.6630781e-06
REGION1,SEA1D,LNDAGRBC1C07,29,2049,-5.9312995e-06
REGION1,SEA4N,LNDAGRBC1C07,29,2049,5.9312995e-06
REGION1,SEA4N,LNDAGRBC1C07,43,2049,-2.7623956e-07
REGION1,SEA1D,LNDAGRBC1C07,53,2049,13.258876
REGION1,SEA1N,LNDAGRBC1C07,53,2049,7.8830001
REGION1,SEA2N,LNDAGRBC1C07,53,2049,13.25887
REGION1,SEA4D,LNDAGRBC1C07,53,2049,13.258872
REGION1,SEA4N,LNDAGRBC1C07,53,2049,13.258878
REGION1,SEA2D,LNDAGRBC1C07,51,2049,12.696938
REGION1,SEA1N,LNDAGRBC1C07,55,2049,3.0067974
REGION1,SEA2D,LNDAGRBC1C07,55,2049,0.56193963
REGION1,SEA3D,LNDAGRBC1C07,55,2049,13.258889
REGION1,SEA3N,LNDAGRBC1C07,55,2049,13.258879
REGION1,SEA4N,LNDAGRBC1C07,4,2049,-2.4485761e-06
REGION1,SEA2N,LNDAGRBC1C07,12,2049,1.3903893e-07
REGION1,SEA4D,LNDAGRBC1C07,12,2049,-1.3903893e-07
REGION1,SEA4N,LNDAGRBC1C07,31,2049,-2.9664448e-07
REGION1,SEA4D,LNDAGRBC1C07,50,2049,-1.2263095e-07
REGION1,SEA4N,LNDAGRBC1C07,50,2049,7.3578568e-08
REGION1,SEA1N,LNDAGRBC1C07,30,2049,-9.2028008e-06
REGION1,SEA2D,LNDAGRBC1C07,30,2049,-9.52664e-07
REGION1,SEA2N,LNDAGRBC1C07,30,2049,6.9091845e-06
REGION1,SEA3N,LNDAGRBC1C07,30,2049,-2.961947e-06
REGION1,SEA4N,LNDAGRBC1C07,30,2049,6.3838687e-06
REGION1,SEA1D,LNDAGRBC1C07,20,2049,-3.2979173e-06
REGION1,SEA2N,LNDAGRBC1C07,49,2049,-2.3397431e-07
REGION1,SEA1N,LNDAGRBC1C07,54,2049,2.3690909
REGION1,SEA4D,LNDAGRBC1C07,2,2049,-5.8858377e-07
REGION1,SEA4N,LNDAGRBC1C07,2,2049,-3.5717421e-07
REGION1,SEA1D,LNDAGRBC1C07,27,2049,9.733141e-06
REGION1,SEA1N,LNDAGRBC1C07,27,2049,-3.0455316e-06
REGION1,SEA2N,LNDAGRBC1C07,27,2049,-8.4163928e-07
REGION1,SEA3D,LNDAGRBC1C07,27,2049,-8.9051944e-06
REGION1,SEA4N,LNDAGRBC1C07,27,2049,-1.2345854e-06
REGION1,SEA4D,LNDAGRBC1C07,25,2049,3.9652048e-06
REGION1,SEA4N,LNDAGRBC1C07,25,2049,-4.4195663e-06
REGION1,SEA4D,LNDAGRBC1C07,19,2049,-2.2625191e-07
REGION1,SEA4D,LNDAGRBC1C07,15,2049,-5.8759982e-07
REGION1,SEA4N,LNDAGRBC1C07,15,2049,3.5255989e-07
REGION1,SEA4D,LNDAGRBC1C07,5,2049,-9.891075e-08
REGION1,SEA4N,LNDAGRBC1C07,5,2049,-9.8970022e-08
REGION1,SEA4N,LNDAGRBC1C07,33,2049,-1.8178059e-06
REGION1,SEA4D,LNDAGRBC1C07,14,2049,1.6116112e-06
REGION1,SEA4N,LNDAGRBC1C07,14,2049,-9.6696673e-07
REGION1,SEA1D,LNDAGRBC1C07,28,2049,-6.3644038e-08
REGION1,SEA3N,LNDAGRBC1C07,28,2049,6.8190041e-08
REGION1,SEA1N,LNDAGRBC1C07,32,2050,8.5207348e-06
REGION1,SEA3D,LNDAGRBC1C07,32,2050,-3.6605265e-06
REGION1,SEA3N,LNDAGRBC1C07,32,2050,-1.7062306e-06
REGION1,SEA4N,LNDAGRBC1C07,32,2050,-2.215706e-06
REGION1,SEA1D,LNDAGRBC1C07,35,2050,-8.9276167e-07
REGION1,SEA1N,LNDAGRBC1C07,35,2050,-4.7334821e-06
REGION1,SEA4D,LNDAGRBC1C07,35,2050,7.2733278e-06
REGION1,SEA3D,LNDAGRBC1C07,29,2050,-2.5704139e-07
REGION1,SEA3D,LNDAGRBC1C07,42,2050,-3.1656486e-07
REGION1,SEA2D,LNDAGRBC1C07,34,2050,-8.2882495e-07
REGION1,SEA1N,LNDAGRBC1C07,43,2050,-4.9030674e-07
REGION1,SEA2D,LNDAGRBC1C07,43,2050,-4.2341343e-08
REGION1,SEA3D,LNDAGRBC1C07,43,2050,-2.0044563e-06
REGION1,SEA1D,LNDAGRBC1C07,53,2050,13.261714
REGION1,SEA1N,LNDAGRBC1C07,53,2050,13.261716
REGION1,SEA2D,LNDAGRBC1C07,53,2050,13.261697
REGION1,SEA2N,LNDAGRBC1C07,53,2050,6.6522429
REGION1,SEA3D,LNDAGRBC1C07,53,2050,10.627708
REGION1,SEA2N,LNDAGRBC1C07,51,2050,0.46946597
REGION1,SEA4N,LNDAGRBC1C07,51,2050,13.26172
REGION1,SEA2N,LNDAGRBC1C07,55,2050,6.1399945
REGION1,SEA3N,LNDAGRBC1C07,55,2050,13.261697
REGION1,SEA4D,LNDAGRBC1C07,55,2050,13.261699
REGION1,SEA3N,LNDAGRBC1C07,21,2050,3.2117549e-08
REGION1,SEA4D,LNDAGRBC1C07,21,2050,-4.9948735e-08
REGION1,SEA1D,LNDAGRBC1C07,12,2050,-2.4121747e-06
REGION1,SEA2D,LNDAGRBC1C07,12,2050,5.6816981e-06
REGION1,SEA4N,LNDAGRBC1C07,12,2050,-3.6483033e-06
REGION1,SEA3D,LNDAGRBC1C07,31,2050,-9.2081478e-07
REGION1,SEA4N,LNDAGRBC1C07,31,2050,-3.0351295e-06
REGION1,SEA1N,LNDAGRBC1C07,23,2050,-4.6188044e-06
REGION1,SEA3D,LNDAGRBC1C07,54,2050,2.634
REGION1,SEA1D,LNDAGRBC1C07,27,2050,-8.1037361e-07
REGION1,SEA1N,LNDAGRBC1C07,27,2050,-7.2839793e-06
REGION1,SEA2D,LNDAGRBC1C07,27,2050,1.5871438e-06
REGION1,SEA2N,LNDAGRBC1C07,27,2050,1.7093059e-06
REGION1,SEA3D,LNDAGRBC1C07,27,2050,4.2934999e-06
REGION1,SEA3N,LNDAGRBC1C07,27,2050,-2.9737612e-08
REGION1,SEA1N,LNDAGRBC1C07,24,2050,-1.1877438e-07
REGION1,SEA3D,LNDAGRBC1C07,24,2050,6.2910432e-08
REGION1,SEA3N,LNDAGRBC1C07,24,2050,3.0317483e-08
REGION1,SEA1N,LNDAGRBC1C07,19,2050,-1.7619398e-06
REGION1,SEA1N,LNDAGRBC1C07,41,2050,-2.8979695e-07
REGION1,SEA1D,LNDAGRBC1C07,33,2050,-3.4618512e-07
REGION1,SEA4D,LNDAGRBC1C07,33,2050,-1.6633054e-06
REGION1,SEA1D,LNDAGRBC1C07,28,2050,-4.9668269e-06
REGION1,SEA2D,LNDAGRBC1C07,28,2050,1.9940738e-06
REGION1,SEA3N,LNDAGRBC1C07,28,2050,9.9270704e-06
REGION1,SEA4N,LNDAGRBC1C07,28,2050,-6.5075049e-06
REGION1,SEA1D,LNDBARBC1,1,2020,149.84023
REGION1,SEA1N,LNDBARBC1,1,2020,149.84023
REGION1,SEA2D,LNDBARBC1,1,2020,149.84023
REGION1,SEA2N,LNDBARBC1,1,2020,149.84023
REGION1,SEA3D,LNDBARBC1,1,2020,149.84023
REGION1,SEA3N,LNDBARBC1,1,2020,149.84023
REGION1,SEA4D,LNDBARBC1,1,2020,149.84023
REGION1,SEA4N,LNDBARBC1,1,2020,149.84023
REGION1,SEA1D,LNDBARBC1,1,2021,149.84023
REGION1,SEA1N,LNDBARBC1,1,2021,149.84023
REGION1,SEA2D,LNDBARBC1,1,2021,149.84023
REGION1,SEA2N,LNDBARBC1,1,2021,149.84023
REGION1,SEA3D,LNDBARBC1,1,2021,149.84023
REGION1,SEA3N,LNDBARBC1,1,2021,149.84023
REGION1,SEA4D,LNDBARBC1,1,2021,149.84023
REGION1,SEA4N,LNDBARBC1,1,2021,149.84023
REGION1,SEA1D,LNDBARBC1,1,2022,149.84023
REGION1,SEA1N,LNDBARBC1,1,2022,149.84023
REGION1,SEA2D,LNDBARBC1,1,2022,149.84023
REGION1,SEA2N,LNDBARBC1,1,2022,149.84023
REGION1,SEA3D,LNDBARBC1,1,2022,149.84023
REGION1,SEA3N,LNDBARBC1,1,2022,149.84023
REGION1,SEA4D,LNDBARBC1,1,2022,149.84023
REGION1,SEA4N,LNDBARBC1,1,2022,149.84023
REGION1,SEA1D,LNDBARBC1,1,2023,149.84023
REGION1,SEA1N,LNDBARBC1,1,2023,149.84023
REGION1,SEA2D,LNDBARBC1,1,2023,149.84023
REGION1,SEA2N,LNDBARBC1,1,2023,149.84023
REGION1,SEA3D,LNDBARBC1,1,2023,149.84023
REGION1,SEA3N,LNDBARBC1,1,2023,149.84023
REGION1,SEA4D,LNDBARBC1,1,2023,149.84023
REGION1,SEA4N,LNDBARBC1,1,2023,149.84023
REGION1,SEA1D,LNDBARBC1,1,2024,149.84023
REGION1,SEA1N,LNDBARBC1,1,2024,149.84023
REGION1,SEA2D,LNDBARBC1,1,2024,149.84023
REGION1,SEA2N,LNDBARBC1,1,2024,149.84023
REGION1,SEA3D,LNDBARBC1,1,2024,149.84023
REGION1,SEA3N,LNDBARBC1,1,2024,149.84023
REGION1,SEA4D,LNDBARBC1,1,2024,149.84023
REGION1,SEA4N,LNDBARBC1,1,2024,149.84023
REGION1,SEA1D,LNDBARBC1,1,2025,149.84023
REGION1,SEA1N,LNDBARBC1,1,2025,149.84023
REGION1,SEA2D,LNDBARBC1,1,2025,149.84023
REGION1,SEA2N,LNDBARBC1,1,2025,149.84023
REGION1,SEA3D,LNDBARBC1,1,2025,149.84023
REGION1,SEA3N,LNDBARBC1,1,2025,149.84023
REGION1,SEA4D,LNDBARBC1,1,2025,149.84023
REGION1,SEA4N,LNDBARBC1,1,2025,149.84023
REGION1,SEA1D,LNDBARBC1,1,2026,149.84023
REGION1,SEA1N,LNDBARBC1,1,2026,149.84023
REGION1,SEA2D,LNDBARBC1,1,2026,149.84023
REGION1,SEA2N,LNDBARBC1,1,2026,149.84023
REGION1,SEA3D,LNDBARBC1,1,2026,149.84023
REGION1,SEA3N,LNDBARBC1,1,2026,149.84023
